"Cislo faktury";"Dodavatel";"Kod partnera";"Cislo faktury dodavatele";"Typ dokladu";"Variabilni symbol";"Castka";"Mena";"Datum vystaveni";"Datum prijeti";"Datum splatnosti";"Datum uhrady";"Ucel platby";"Uhrada cizi mena";"Castka cizi mena";"Cizi mena ID";"Cislo radku";"Castka bez DPH - radek";"Castka - radek"
1200001143;"T-Systems Czech Republic a.s.";"01031-01";9146018702;"F";9146018702;1040039,99;"CZK";2012-03-31;2012-04-04;2012-04-21;2012-04-27;"vyúčtování telekomunikačních služeb za 3/2012 - poskytn. opt. vláken - sml. prov. 61D/2011 k č. 332/044/2011 ";1040039,99;1040039,99;"0023606f-e733-414a-82da-4cb7156e818b";1;1040039.99;1040039.99
1200001144;"Chládek Pavel, JUDr.";"01145-01";120100248;"F";120100248;4780;"CZK";2012-04-03;2012-04-04;2012-04-17;2012-04-10;"Seminář";4780;4780;"0023606f-e733-414a-82da-4cb7156e818b";1;4780.00;4780.00
1200001145;"Hexnerová Ivana, RNDr.";"00151-01";9203541;"Z";9203541;5800;"CZK";2012-04-04;2012-04-04;2012-04-14;2012-04-10;"Seminář";5800;5800;"0023606f-e733-414a-82da-4cb7156e818b";1;5800.00;5800.00
1200001146;"Hexnerová Ivana, RNDr.";"00151-01";9203481;"Z";9203481;2190;"CZK";2012-04-02;2012-04-04;2012-04-18;2012-04-10;"Seminář";2190;2190;"0023606f-e733-414a-82da-4cb7156e818b";1;2190.00;2190.00
1200001147;"Borská Jana, JUDr.";"07089-01";"00088/12";"F";8812;132;"CZK";2012-03-27;2012-04-04;2012-04-10;2012-04-16;"ověření podpisů";132;132;"0023606f-e733-414a-82da-4cb7156e818b";1;132.00;132.00
1200001148;"Ing. Pavel Limberský";"00224-01";9412;"F";9412;12000;"CZK";2012-04-05;2012-04-05;2012-04-26;2012-04-12;"Ostatní služby - deratizační, desinsekční službyv objektu MF  Legerova 69";12000;12000;"0023606f-e733-414a-82da-4cb7156e818b";1;12000.00;12000.00
1200001149;"Dana Bursíková";"01686-01";"10/12";"F";1012;10600;"CZK";2012-03-29;2012-04-05;2012-04-15;2012-04-12;"Výuka";10600;10600;"0023606f-e733-414a-82da-4cb7156e818b";1;10600.00;10600.00
1200001150;"Creditinfo Solutions, s.r.o.";"01371-01";120500078;"F";120500078;6000;"CZK";2012-04-01;2012-04-05;2012-04-21;2012-04-19;"provoz produktu SSV za 3/2012 - k 403/088/2004";6000;6000;"0023606f-e733-414a-82da-4cb7156e818b";1;6000.00;6000.00
1200001151;"KAST, spol. s r.o.";"00776-01";441200003;"F";441200003;76824;"CZK";2012-04-03;2012-04-05;2012-04-24;2012-04-20;"skener pro odb.16  obj. 12/021";76824;76824;"0023606f-e733-414a-82da-4cb7156e818b";1;76824.00;76824.00
1200001152;"KAST, spol. s r.o.";"00776-01";421104395;"F";421104395;5447;"CZK";2012-04-03;2012-04-05;2012-04-24;2012-04-13;"Opravy a údržba - servis kopírovacích strojů za 3/2012 - Legerova 69";5447;5447;"0023606f-e733-414a-82da-4cb7156e818b";1;5447.00;5447.00
1200001153;"KAST, spol. s r.o.";"00776-01";421104394;"F";421104394;3158;"CZK";2012-04-03;2012-04-05;2012-04-24;2012-04-26;"servis a údržba kopírovacích strojů - objekt Voctářova (sekretariát ŘO 16 - 4.patro)";3158;3158;"0023606f-e733-414a-82da-4cb7156e818b";1;3158.00;3158.00
1200001154;"Pražské vodovody a kanali";"00427-01";1242057071;"F";1242057071;5533;"CZK";2012-03-30;2012-04-05;2012-04-16;2012-04-13;"1.-3./2012 srážková voda - Voctářova 9, 11";5533;5533;"0023606f-e733-414a-82da-4cb7156e818b";1;970.71;1106.60
1200001154;"Pražské vodovody a kanali";"00427-01";1242057071;"F";1242057071;5533;"CZK";2012-03-30;2012-04-05;2012-04-16;2012-04-13;"1.-3./2012 srážková voda - Voctářova 9, 11";5533;5533;"0023606f-e733-414a-82da-4cb7156e818b";2;4426.40;4426.40
1200001155;"Lukáš Duba";"06478-01";22;"F";22;702;"CZK";2012-04-01;2012-04-05;2012-04-15;2012-04-12;"mytí služebních aut za 3/2012";702;702;"0023606f-e733-414a-82da-4cb7156e818b";1;702.00;702.00
1200001156;"PYROKON s.r.o.";"00512-01";2012027;"F";2012027;3000;"CZK";2012-03-31;2012-04-05;2012-04-14;2012-04-17;"nákup služeb PO a BOZP Legerova - činnost OZO ve smyslu zákona č. 133/1985 Sb.";3000;3000;"0023606f-e733-414a-82da-4cb7156e818b";1;3000.00;3000.00
1200001157;"PYROKON s.r.o.";"00512-01";2012028;"F";2012028;6000;"CZK";2012-03-31;2012-04-05;2012-04-14;2012-04-17;"nákup služeb PO a BOZP Voctářova - činnost OZO ve smyslu zákona č. 133/1985 Sb.";6000;6000;"0023606f-e733-414a-82da-4cb7156e818b";1;6000.00;6000.00
1200001158;"Kancelář finančního arbitra";"06763-01";1210000001;"F";1210000001;20058;"CZK";2012-04-05;2012-04-06;2012-04-17;2012-04-17;"refundace mzdy za dovolenou v březnu 2012  pí. Mgr. M.Strejcová -";20058;20058;"0023606f-e733-414a-82da-4cb7156e818b";1;20058.00;20058.00
1200001159;"Miwatis s.r.o.";"07551-01";120307;"F";120307;11520;"CZK";2012-03-30;2012-04-06;2012-04-17;2012-04-12;"Tlumočení Japončtina/ČJ - v rámci návštěvy zástupců japonské zpravodajské jednotky v ČR dne 20.3.20012";11520;11520;"0023606f-e733-414a-82da-4cb7156e818b";1;11520.00;11520.00
1200001160;"Nakladatelství SAGIT a.s.";"00155-01";610201101;"F";610201101;7869;"CZK";2012-04-03;2012-04-06;2012-04-17;2012-04-13;"publikace ÚZ";7869;7869;"0023606f-e733-414a-82da-4cb7156e818b";1;7869.00;7869.00
1200001161;"ALCHYMIST  s.r.o.";"03587-01";120100171;"F";120100171;45625;"CZK";2012-04-05;2012-04-06;2012-04-26;2012-04-13;"ubytování";45625;45625;"0023606f-e733-414a-82da-4cb7156e818b";1;45625.00;45625.00
1200001162;"Archipo, spol. s r.o.";"06460-01";12100039;"F";12100039;32585,5;"CZK";2012-04-03;2012-04-06;2012-04-08;2012-04-13;"Archivace písemností převzatých po AKL a  ZFDZ za období 2,.Q.2012.  Dodatek č. 8 z 28.12 2010 ke smlouvě č. 1090601 ze dne 26.7.2001.";32585,5;32585,5;"0023606f-e733-414a-82da-4cb7156e818b";1;32585.50;32585.50
1200001163;"Asseco Central Europe, a.s.";"00037-01";7251200795;"F";7251200795;600000;"CZK";2012-04-04;2012-04-06;2012-04-25;2012-04-20;"provozní podpora IS dozoru nad PF - 1.Q.2012 - dle sml. 403/044/2005";600000;600000;"0023606f-e733-414a-82da-4cb7156e818b";1;600000.00;600000.00
1200001164;"Asseco Central Europe, a.s.";"00037-01";7251200796;"F";7251200796;300000;"CZK";2012-04-04;2012-04-06;2012-04-25;2012-04-20;"provozní podpora IS KSP za 1/Q 2012 - sml. 332/043/2005";300000;300000;"0023606f-e733-414a-82da-4cb7156e818b";1;300000.00;300000.00
1200001165;"ANECT a.s.";"00373-01";"FO11200234";"F";11200234;318733;"CZK";2012-04-04;2012-04-06;2012-04-25;2012-04-19;"servis a správa bezpečnostní infrastruktury za 3/2012 - k 332/174/2011";318733;318733;"0023606f-e733-414a-82da-4cb7156e818b";1;318733.00;318733.00
1200001166;"ANECT a.s.";"00373-01";"FO11200235";"F";11200235;799978;"CZK";2012-04-04;2012-04-06;2012-04-25;2012-04-20;"servis, správa a údržba KI, SI za 3/2012 - k 332/108/2011";799978;799978;"0023606f-e733-414a-82da-4cb7156e818b";1;799978.00;799978.00
1200001167;"ANECT a.s.";"00373-01";"FO11200236";"F";11200236;361626;"CZK";2012-04-04;2012-04-06;2012-05-02;2012-04-25;"pronájem směrovačů a související služby za 3/2012 - k 332/138/2010";361626;361626;"0023606f-e733-414a-82da-4cb7156e818b";1;361626.00;361626.00
1200001168;"ANECT a.s.";"00373-01";"FO11200237";"F";11200237;288042;"CZK";2012-04-04;2012-04-06;2012-04-25;2012-04-20;"servisní podpora sítě FINet-ADIS za 3/2012 - k 332/103/2009";288042;288042;"0023606f-e733-414a-82da-4cb7156e818b";1;288042.00;288042.00
1200001169;"ANECT a.s.";"00373-01";"FO11200238";"F";11200238;12000;"CZK";2012-04-04;2012-04-06;2012-04-25;2012-04-20;"služby dohledu za 3/2012 - k 332/146/2009";12000;12000;"0023606f-e733-414a-82da-4cb7156e818b";1;12000.00;12000.00
1200001170;"ANECT a.s.";"00373-01";"FO11200239";"F";11200239;22080;"CZK";2012-04-04;2012-04-06;2012-04-25;2012-04-20;"servis proxy za 3/2012 - k 332/015/2011";22080;22080;"0023606f-e733-414a-82da-4cb7156e818b";1;22080.00;22080.00
1200001171;"IBM Česká republika, spol. s r.o.";"00223-01";149080;"F";149080;232032;"CZK";2012-03-31;2012-04-06;2012-04-27;2012-04-30;"IISSP sml. 332/215/2008 ve smyslu D11 Příloha č. 3 služby odborné IT podpory - obj.";232032;232032;"0023606f-e733-414a-82da-4cb7156e818b";1;232032.00;232032.00
1200001172;"PRONIX, s.r.o.";"00873-01";"FO94636";"F";94636;68698;"CZK";2012-04-01;2012-04-06;2012-04-22;2012-04-26;"pravidelné profylaktické prohlídky rozvodny VN/NN v objektu Voctářova za období 1.čtvrtletí 2012";68698;68698;"0023606f-e733-414a-82da-4cb7156e818b";1;68698.00;68698.00
1200001173;"PRONIX, s.r.o.";"00873-01";"FO94640";"F";94640;8255;"CZK";2012-04-01;2012-04-06;2012-04-22;2012-04-19;"sevis UPS Voct. na období 4/2012 - k 332/032/2009";8255;8255;"0023606f-e733-414a-82da-4cb7156e818b";2;8255.00;8255.00
1200001174;"PRONIX, s.r.o.";"00873-01";"FO94639";"F";94639;25560;"CZK";2012-04-01;2012-04-06;2012-04-22;2012-04-19;"servis UPS a MTG Voct. a Let. na období 4/2012 - k 332/052/2007";25560;25560;"0023606f-e733-414a-82da-4cb7156e818b";1;25560.00;25560.00
1200001175;"SODATSW s.r.o";"01655-01";2120042;"F";2120042;20250;"CZK";2012-04-02;2012-04-06;2012-04-23;2012-04-27;"nasazení šifrování souborů - práce na vyžádání MF - ve smyslu sml. 332/153/2011";20250;20250;"0023606f-e733-414a-82da-4cb7156e818b";1;20250.00;20250.00
1200001176;"ComArr, spol. s.r.o.";"00230-01";1012000215;"F";1012000215;129600;"CZK";2012-04-02;2012-04-06;2012-04-23;2012-05-10;"údržba datové infrastruktury za 1/Q 2012 - k 332/006/2009";129600;129600;"0023606f-e733-414a-82da-4cb7156e818b";1;129600.00;129600.00
1200001177;"ComArr, spol. s.r.o.";"00230-01";1012000218;"F";1012000218;49307,2;"CZK";2012-04-02;2012-04-06;2012-04-23;2012-04-24;"přípojky - Voctářova  obj. 12/010";49307,2;49307,2;"0023606f-e733-414a-82da-4cb7156e818b";1;49307.20;49307.20
1200001178;"ČTK";"00839-01";311210942;"F";311210942;211431,6;"CZK";2012-04-05;2012-04-06;2012-04-26;2012-04-20;"přístup do databáze ČTK na 2/Q 2012 - dle sml. 332/005/2008";211431,6;211431,6;"0023606f-e733-414a-82da-4cb7156e818b";1;211431.60;211431.60
1200001179;"GTS Czech s.r.o.";"01275-01";2320050491;"F";2320050491;103200;"CZK";2012-04-04;2012-04-06;2012-04-25;2012-04-27;"telefonní připojení - přeložení komunikačních kabelů a ISDN30 - dle objednávky 12/024/00023";103200;103200;"0023606f-e733-414a-82da-4cb7156e818b";1;103200.00;103200.00
1200001180;"Stach Josef";"07555-01";"072/2012";"F";722012;7178;"CZK";2012-04-06;2012-04-06;2012-04-20;2012-04-19;"demontáž neopravitelného bojleru a montáž nového ohřívače vody na WC č. 15";7178;7178;"0023606f-e733-414a-82da-4cb7156e818b";1;7178.00;7178.00
1200001181;"Hexnerová Ivana, RNDr.";"00151-01";9203609;"Z";9203609;2900;"CZK";2012-04-06;2012-04-06;2012-04-13;2012-04-13;"Seminář";2900;2900;"0023606f-e733-414a-82da-4cb7156e818b";1;2900.00;2900.00
1200001182;"Indus s.r.o.";"02287-01";8120091;"F";8120091;186019,2;"CZK";2012-03-31;2012-04-06;2012-04-16;2012-04-17;"ostraha objektu Janovského za 3/2012";186019,2;186019,2;"0023606f-e733-414a-82da-4cb7156e818b";1;186019.20;186019.20
1200001183;"Insight, s.r.o.";"07556-01";120100009;"F";120100009;41700;"CZK";2012-04-02;2012-04-06;2012-04-17;2012-04-16;"realizace projektu """"Povědomí o Finančních mechanismech EHP/Norska""""";41700;41700;"0023606f-e733-414a-82da-4cb7156e818b";1;41700.00;41700.00
1200001184;"Insight, s.r.o.";"07556-01";120100008;"F";120100008;41700;"CZK";2012-04-02;2012-04-06;2012-04-17;2012-04-27;"CH - CZ - TAFA publicita realizace projektu """"Povědomí o Švýcarských fondech""""";41700;41700;"0023606f-e733-414a-82da-4cb7156e818b";1;41700.00;41700.00
1200001185;"NESS Czech s.r.o.";"07147-01";12030364;"F";12030364;1008;"CZK";2012-04-04;2012-04-06;2012-04-18;2012-04-13;"uveřejnění formulářů v ISVZ";1008;1008;"0023606f-e733-414a-82da-4cb7156e818b";1;1008.00;1008.00
1200001186;"NESS Czech s.r.o.";"07147-01";12030644;"F";12030644;252;"CZK";2012-04-04;2012-04-06;2012-04-18;2012-04-27;"CADR - zveřejnění inzerátu";252;252;"0023606f-e733-414a-82da-4cb7156e818b";1;252.00;252.00
1200001187;"Deloitte Advisory s.r.o.";"04170-01";"CZ03-2134287";"F";32134287;216000;"CZK";2012-04-04;2012-04-06;2012-04-18;2012-04-16;"školení výstupů studie proveditelnosti JIM";216000;216000;"0023606f-e733-414a-82da-4cb7156e818b";1;216000.00;216000.00
1200001188;"Lindström s.r.o.";"04047-01";304171;"F";304171;1353,6;"CZK";2012-03-27;2012-04-06;2012-04-10;2012-04-18;"servis a údržba vchodových rohoží - vstupní haly objektu Voctářova 9,11";1353,6;1353,6;"0023606f-e733-414a-82da-4cb7156e818b";1;1353.60;1353.60
1200001189;"Česká provincie Congregatio Jesu";"01358-01";"2/2012";"F";22012;12141;"CZK";2012-04-06;2012-04-06;2012-04-27;2012-04-26;"nájemné za 2/Q 2012";12141;12141;"0023606f-e733-414a-82da-4cb7156e818b";1;12141.00;12141.00
1200001190;"ContiTrade Services s.r.o.";"05614-01";2252006511;"F";2252006511;8361,83;"CZK";2012-04-04;2012-04-06;2012-05-04;2012-04-19;"výměna kol (zimní x letní) u služ. vozidla SPZ 7A0 8621 + nákup 2 ks letních pneumatik 225/45 R17 včetně přezutí 4 kol a vyvážení";8361,83;8361,83;"0023606f-e733-414a-82da-4cb7156e818b";1;8361.83;8361.83
1200001191;"Dana Pokorná ";"03254-01";322012;"F";322012;1275;"CZK";2012-04-02;2012-04-06;2012-04-16;2012-04-13;"praní a mandlování prádla";1275;1275;"0023606f-e733-414a-82da-4cb7156e818b";1;1275.00;1275.00
1200001192;"Dana Pokorná ";"03254-01";362012;"F";362012;1425;"CZK";2012-04-06;2012-04-06;2012-04-20;2012-04-13;"praní a mandlování prádla";1425;1425;"0023606f-e733-414a-82da-4cb7156e818b";1;1425.00;1425.00
1200001193;"Ing. Pavel Vávra - EXTRA";"00908-01";350312;"F";350312;53475,6;"CZK";2012-04-05;2012-04-06;2012-04-26;2012-04-20;"3/2012 pravidelný úklid kancelářské části objektu Voctářova ";53475,6;53475,6;"0023606f-e733-414a-82da-4cb7156e818b";1;53475.60;53475.60
1200001194;"Ing. Pavel Vávra - EXTRA";"00908-01";360312;"F";360312;37365,6;"CZK";2012-04-05;2012-04-06;2012-04-26;2012-04-20;"3/2012 pravidelný úklid ubytovací části objektu Voctářova 11 ";37365,6;37365,6;"0023606f-e733-414a-82da-4cb7156e818b";1;31138.00;37365.60
1200001195;"Ing. Pavel Vávra - EXTRA";"00908-01";480312;"F";480312;2376;"CZK";2012-04-05;2012-04-06;2012-04-26;2012-04-20;"mimořádné úklidové práce v kancelářské části objektu Voctářova 9, 11";2376;2376;"0023606f-e733-414a-82da-4cb7156e818b";1;2376.00;2376.00
1200001196;"Helap s.r.o.";"00642-01";"FV-629/2012";"F";1298629;19507;"CZK";2012-04-05;2012-04-10;2012-04-15;2012-04-18;"Nákup materiálu - kancelářské potřeby pro objekt Voctářova";19507;19507;"0023606f-e733-414a-82da-4cb7156e818b";1;19507.00;19507.00
1200001197;"Equica a.s.";"00559-01";20120025;"F";20120025;62400;"CZK";2012-04-04;2012-04-10;2012-04-25;2012-04-25;"služby administrace projektu Integrace ARES se systémem ZR - za období 3/2012 - k 332/050/2011";62400;62400;"0023606f-e733-414a-82da-4cb7156e818b";1;62400.00;62400.00
1200001198;"Tulpa Stanislav Ing.";"05570-01";"1205-24/2012";"F";120524;55000;"CZK";2012-03-25;2012-04-10;2012-04-15;2012-04-18;"Vyhotovení znaleckého posudku na ocenění  nemovitosti ve správě MF, Letenská 9, Praha 1. Obj.č.54/612/2012 ze dne 10.2.2012.";55000;55000;"0023606f-e733-414a-82da-4cb7156e818b";1;55000.00;55000.00
1200001199;"S.ICZ  a.s.";"00556-01";90033968;"F";90033968;35774;"CZK";2012-04-06;2012-04-10;2012-04-27;2012-04-17;"Systémová podpora a servis uzlu EUExtranet za 03/2012";35774;35774;"0023606f-e733-414a-82da-4cb7156e818b";1;35774.00;35774.00
1200001200;"Ústřední vojenská nemocnice Praha";"01046-01";1270178;"F";1270178;6000;"CZK";2012-04-04;2012-04-10;2012-04-18;2012-04-18;"preventivní prohlídky zaměstnanců za 3/2012";6000;6000;"0023606f-e733-414a-82da-4cb7156e818b";1;6000.00;6000.00
1200001201;"František Pacholík";"00259-01";20123351;"F";20123351;16623;"CZK";2012-04-04;2012-04-10;2012-04-18;2012-04-16;"Letenky";16623;16623;"0023606f-e733-414a-82da-4cb7156e818b";1;16623.00;16623.00
1200001202;"František Pacholík";"00259-01";20125124;"F";20125124;149400;"CZK";2012-04-06;2012-04-10;2012-04-20;2012-04-16;"Letenky";149400;149400;"0023606f-e733-414a-82da-4cb7156e818b";1;149400.00;149400.00
1200001203;"František Pacholík";"00259-01";20127195;"F";20127195;9882;"CZK";2012-04-03;2012-04-10;2012-04-17;2012-04-16;"ubytování";9882;9882;"0023606f-e733-414a-82da-4cb7156e818b";1;9882.00;9882.00
1200001204;"František Pacholík";"00259-01";20127196;"F";20127196;4532;"CZK";2012-04-03;2012-04-10;2012-04-17;2012-04-16;"ubytování";4532;4532;"0023606f-e733-414a-82da-4cb7156e818b";1;4532.00;4532.00
1200001205;"František Pacholík";"00259-01";20127197;"F";20127197;8320;"CZK";2012-04-03;2012-04-10;2012-04-17;2012-04-16;"ubytování";8320;8320;"0023606f-e733-414a-82da-4cb7156e818b";1;8320.00;8320.00
1200001206;"František Pacholík";"00259-01";20127198;"F";20127198;3685;"CZK";2012-04-03;2012-04-10;2012-04-17;2012-04-16;"ubytování";3685;3685;"0023606f-e733-414a-82da-4cb7156e818b";1;3685.00;3685.00
1200001207;"František Pacholík";"00259-01";20127199;"F";20127199;7074;"CZK";2012-04-03;2012-04-10;2012-04-17;2012-04-16;"ubytování";7074;7074;"0023606f-e733-414a-82da-4cb7156e818b";1;7074.00;7074.00
1200001208;"Mráz Petr";"00253-01";67;"F";67;6077;"CZK";2012-04-05;2012-04-10;2012-04-17;2012-04-19;"oprava služebního vozu";6077;6077;"0023606f-e733-414a-82da-4cb7156e818b";1;6077.00;6077.00
1200001209;"Mráz Petr";"00253-01";68;"F";68;4578;"CZK";2012-04-05;2012-04-10;2012-04-17;2012-04-19;"oprava služebního vozu";4578;4578;"0023606f-e733-414a-82da-4cb7156e818b";1;4578.00;4578.00
1200001210;"Autotyp H+S s.r.o.";"06464-01";31210411;"F";31210411;17457;"CZK";2012-03-29;2012-04-10;2012-04-12;2012-04-19;"oprava služebního vozu";17457;17457;"0023606f-e733-414a-82da-4cb7156e818b";1;17457.00;17457.00
1200001211;"Artlingua a.s.";"00096-01";1211000119;"F";1211000119;18252;"CZK";2012-04-05;2012-04-10;2012-04-19;2012-04-16;"překlad č. 13 RJ-ČJ";18252;18252;"0023606f-e733-414a-82da-4cb7156e818b";1;18252.00;18252.00
1200001212;"Artlingua a.s.";"00096-01";1211000108;"F";1211000108;1092;"CZK";2012-04-04;2012-04-10;2012-04-18;2012-04-16;"překlad č.15 AJ-ČJ";1092;1092;"0023606f-e733-414a-82da-4cb7156e818b";1;1092.00;1092.00
1200001213;"TULI-FORM s.r.o.";"00560-01";20120191;"F";20120191;2225;"CZK";2012-04-03;2012-04-10;2012-04-17;2012-04-16;"tabletovaná sůl";2225;2225;"0023606f-e733-414a-82da-4cb7156e818b";1;2225.00;2225.00
1200001214;"Pražské vodovody a kanali";"00427-01";1242056769;"F";1242056769;11805;"CZK";2012-03-30;2012-04-10;2012-04-16;2012-04-23;"srážková voda Janovského 1.Q 2012";11805;11805;"0023606f-e733-414a-82da-4cb7156e818b";1;11805.00;11805.00
1200001215;"Pražské vodovody a kanali";"00427-01";1242056475;"F";1242056475;9143;"CZK";2012-03-30;2012-04-10;2012-04-16;2012-04-13;"Voda srážková - Letenská 15, Praha 1";9143;9143;"0023606f-e733-414a-82da-4cb7156e818b";1;9143.00;9143.00
1200001216;"KONEX s.r.o.";"00218-01";312021;"F";312021;11840;"CZK";2012-04-05;2012-04-10;2012-04-19;2012-04-16;"oprava nábytku";11840;11840;"0023606f-e733-414a-82da-4cb7156e818b";1;11840.00;11840.00
1200001217;"KONEX s.r.o.";"00218-01";312022;"F";312022;45470;"CZK";2012-04-05;2012-04-10;2012-04-19;2012-04-20;"vybavení kuchyňky - nábytek, sporák";45470;45470;"0023606f-e733-414a-82da-4cb7156e818b";1;45470.00;45470.00
1200001218;"KONEX s.r.o.";"00218-01";312020;"F";312020;28560;"CZK";2012-04-05;2012-04-10;2012-04-19;2012-04-20;"nábytek - židle do závodní jídelny";28560;28560;"0023606f-e733-414a-82da-4cb7156e818b";1;28560.00;28560.00
1200001219;"Asseco Central Europe, a.s.";"00037-01";7251200811;"F";7251200811;132000;"CZK";2012-04-05;2012-04-10;2012-04-26;2012-04-30;"Publikace CSÚIS na internetu MF  sml. 332/172/2011";132000;132000;"0023606f-e733-414a-82da-4cb7156e818b";1;132000.00;132000.00
1200001220;"DYNATECH s.r.o.";"02262-01";"FV2012029";"F";2012029;25200;"CZK";2012-04-05;2012-04-10;2012-04-26;2012-04-23;"paušálně hrazené služby za 1/Q 2012 - údržba GIS - k 332/050/2008";25200;25200;"0023606f-e733-414a-82da-4cb7156e818b";1;25200.00;25200.00
1200001221;"GEPRO spol. s.r.o.";"00747-01";"90325/12";"F";9032512;496638;"CZK";2012-04-03;2012-04-10;2012-04-24;2012-04-25;"aktualizace aplikace MISYS-WEB-ČR - 1.Q.2012 - k 332/119/2009";496638;496638;"0023606f-e733-414a-82da-4cb7156e818b";1;496638.00;496638.00
1200001222;"GTS Czech s.r.o.";"01275-01";2320056576;"F";2320056576;29087;"CZK";2012-04-04;2012-04-10;2012-05-04;2012-04-30;"Datové služby za 3/2012 (od 28.3.-31.3.) dle sml. 332/009-6/2012";29087;29087;"0023606f-e733-414a-82da-4cb7156e818b";1;29087.00;29087.00
1200001223;"GTS Czech s.r.o.";"01275-01";2320063086;"F";2320063086;243144;"CZK";2012-04-04;2012-04-10;2012-05-04;2012-04-30;"GTS Internet přípojka za 3/2012 - sml. prov. 60D/2011 k č. 332/043/2011";243144;243144;"0023606f-e733-414a-82da-4cb7156e818b";1;243144.00;243144.00
1200001224;"GTS Czech s.r.o.";"01275-01";2320054687;"F";2320054687;1704741;"CZK";2012-04-04;2012-04-10;2012-05-04;2012-04-30;"Datové služby za 3/2012 - ke sml. prov. 60D/2011 a k č. 332/043/2011";1704741;1704741;"0023606f-e733-414a-82da-4cb7156e818b";1;1704741.00;1704741.00
1200001225;"GTS Czech s.r.o.";"01275-01";2320056579;"F";2320056579;112533;"CZK";2012-04-04;2012-04-10;2012-05-04;2012-04-30;"Datové služby za 3/2012 (od 28.3.-31.3.) dle sml. 332/009-6/2012";112533;112533;"0023606f-e733-414a-82da-4cb7156e818b";1;112533.00;112533.00
1200001226;"GTS Czech s.r.o.";"01275-01";2320050839;"F";2320050839;3948;"CZK";2012-04-04;2012-04-10;2012-05-04;2012-04-20;"GTS telefonní připojení za 3/2012";3948;3948;"0023606f-e733-414a-82da-4cb7156e818b";1;3948.00;3948.00
1200001227;"GTS Czech s.r.o.";"01275-01";2320055000;"F";2320055000;44059;"CZK";2012-04-04;2012-04-10;2012-05-04;2012-04-20;"GTS telefonní připojení za 3/2012";44059;44059;"0023606f-e733-414a-82da-4cb7156e818b";1;44059.00;44059.00
1200001228;"JANUS s.r.o.";"00753-01";2111324;"F";2111324;7560;"CZK";2012-03-30;2012-04-10;2012-04-30;2012-04-17;"Údržba - kabelové přípojky";7560;7560;"0023606f-e733-414a-82da-4cb7156e818b";1;7560.00;7560.00
1200001229;"O2 Czech Republic a.s.";"00005-01";1203212193;"F";1203212193;7274,88;"CZK";2012-04-01;2012-04-10;2012-04-30;2012-04-16;"hovorné za 3/2012";7274,88;7274,88;"0023606f-e733-414a-82da-4cb7156e818b";1;7274.88;7274.88
1200001230;"O2 Czech Republic a.s.";"00005-01";1203212195;"F";1203212195;4028,08;"CZK";2012-04-01;2012-04-10;2012-04-18;2012-04-16;"hovorné za 3/2012";4028,08;4028,08;"0023606f-e733-414a-82da-4cb7156e818b";1;4028.08;4028.08
1200001231;"O2 Czech Republic a.s.";"00005-01";1203212192;"F";1203212192;185234,98;"CZK";2012-04-01;2012-04-10;2012-04-30;2012-04-16;"hovorné za 3/2012";185234,98;185234,98;"0023606f-e733-414a-82da-4cb7156e818b";1;185234.98;185234.98
1200001232;"Dial Telecom, a.s.";"06267-01";"01-04192/12";"F";10419212;505053,2;"CZK";2012-04-01;2012-04-10;2012-04-21;2012-04-27;"Služby datové KIVS/KIMF - platby za GFŘ od 28.3.2012 - dle Prov.sml-332/009-5/2012 ";505053,2;505053,2;"0023606f-e733-414a-82da-4cb7156e818b";1;505053.20;505053.20
1200001233;"British Council";"01314-01";141242;"F";141242;10700;"CZK";2012-04-06;2012-04-10;2012-04-20;2012-04-16;"kurz";10700;10700;"0023606f-e733-414a-82da-4cb7156e818b";1;10700.00;10700.00
1200001234;"Health direct s.r.o.";"05939-01";"2000003/12";"F";200000312;96000;"CZK";2012-03-31;2012-04-10;2012-04-20;2012-04-16;"finanční, organizační a ekonomické poradenství za 3/2012";96000;96000;"0023606f-e733-414a-82da-4cb7156e818b";1;96000.00;96000.00
1200001235;"Doc. Ing. Jiří Volf, CSc.";"02955-01";"03/2012";"F";32012;61200;"CZK";2012-04-05;2012-04-10;2012-04-18;2012-04-16;"finanční, organizační a ekonomické poradenství za 3/2012";61200;61200;"0023606f-e733-414a-82da-4cb7156e818b";1;61200.00;61200.00
1200001236;"Státní tiskárna cenin";"00040-01";2200497;"F";2200497;2018754;"CZK";2012-04-05;2012-04-10;2012-04-26;2012-04-30;"služby mandatářů za 3/2012 - dle sml. 403/181/2003";2018754;2018754;"0023606f-e733-414a-82da-4cb7156e818b";1;2018754.00;2018754.00
1200001237;"Státní tiskárna cenin";"00040-01";2200507;"F";2200507;2408639,64;"CZK";2012-04-06;2012-04-10;2012-04-27;2012-04-30;"služba Service Desk za 3/2012 - dle sml. 332/087/2009";2408639,64;2408639,64;"0023606f-e733-414a-82da-4cb7156e818b";1;2408639.64;2408639.64
1200001238;"Státní tiskárna cenin";"00040-01";2200508;"F";2200508;17700974,4;"CZK";2012-04-06;2012-04-10;2012-04-27;2012-05-02;"služby bezpečného dat. centra pro provoz IISSP za 3/2012 - k 332/127/2009 - IPV";17700974,4;17700974,4;"0023606f-e733-414a-82da-4cb7156e818b";1;17700974.40;17700974.40
